Order_ID,Date,Product,Category,Region,Quantity,Price,Discount,Customer_Rating,Total_Sales
1079,2025-03-20,Shoes,Fashion,North,5,8775,38,4,27202.5
1080,2025-03-21,Shoes,Accessories,West,8,48357,27,1,282404.88
1081,2025-03-22,Watch,Electronics,North,9,36448,35,2,213220.8
1082,2025-03-23,Laptop,Electronics,East,5,21200,12,5,93280.0
1083,2025-03-24,Watch,Accessories,West,5,39964,31,2,137875.8
1084,2025-03-25,Watch,Electronics,South,2,42851,35,4,55706.3
1085,2025-03-26,Laptop,Electronics,South,5,28294,36,2,90540.8
1086,2025-03-27,Laptop,Fashion,East,3,29283,25,1,65886.75
1087,2025-03-28,Laptop,Accessories,East,7,17498,21,1,96763.94
1088,2025-03-29,Laptop,Accessories,West,5,14369,3,5,69689.65
1089,2025-03-30,Shoes,Accessories,South,8,45025,30,3,252140.0
1090,2025-03-31,Headphones,Accessories,South,1,28652,17,4,23781.16
1091,2025-04-01,Headphones,Fashion,South,3,21454,37,4,40548.06
1092,2025-04-02,Laptop,Fashion,South,3,32055,23,3,74047.05
1093,2025-04-03,Headphones,Electronics,South,9,17154,22,1,120421.08
1094,2025-04-04,Headphones,Electronics,North,5,45526,21,1,179827.7
1095,2025-04-05,Laptop,Electronics,East,9,35736,1,2,318407.76
1096,2025-04-06,Headphones,Electronics,North,9,47476,30,5,299098.8
1097,2025-04-07,Watch,Fashion,South,1,15542,10,5,13987.8
1098,2025-04-08,Mobile,Accessories,West,2,26466,27,5,38640.36
1099,2025-04-09,Mobile,Fashion,West,5,48907,31,2,168729.15
1100,2025-04-10,Laptop,Electronics,South,4,44814,4,5,172085.76
1101,2025-04-11,Shoes,Fashion,South,9,45595,37,3,258523.65
1102,2025-04-12,Laptop,Accessories,West,7,14770,9,2,94084.9
1103,2025-04-13,Shoes,Accessories,North,6,31408,39,3,114953.28
1104,2025-04-14,Mobile,Fashion,North,7,16023,23,2,86363.97
1105,2025-04-15,Laptop,Fashion,South,1,47568,34,5,31394.879999999997
1106,2025-04-16,Watch,Fashion,North,1,20491,22,3,15982.98
1107,2025-04-17,Headphones,Electronics,West,8,11275,16,3,75768.0
1108,2025-04-18,Shoes,Fashion,North,2,12765,0,3,25530.0
1109,2025-04-19,Headphones,Fashion,South,9,19959,30,2,125741.7
1110,2025-04-20,Headphones,Fashion,West,7,17173,30,4,84147.7
1111,2025-04-21,Laptop,Accessories,North,6,27556,33,5,110775.12
1112,2025-04-22,Headphones,Accessories,East,1,7114,8,3,6544.88
1113,2025-04-23,Watch,Electronics,West,1,36520,21,4,28850.8
1114,2025-04-24,Headphones,Electronics,West,2,7915,12,5,13930.4
1115,2025-04-25,Laptop,Accessories,East,6,23655,24,5,107866.8
1116,2025-04-26,Watch,Accessories,East,6,49930,17,3,248651.4
1117,2025-04-27,Mobile,Accessories,West,2,44384,11,3,79003.52
1118,2025-04-28,Headphones,Fashion,East,1,17464,39,2,10653.04
1119,2025-04-29,Laptop,Fashion,South,5,38226,16,4,160549.2
1120,2025-04-30,Mobile,Accessories,South,5,37544,14,4,161439.2
1121,2025-05-01,Mobile,Fashion,South,2,38044,14,3,65435.68
1122,2025-05-02,Shoes,Fashion,West,6,32752,14,5,169000.32
1123,2025-05-03,Watch,Electronics,East,9,4332,38,3,24172.559999999998
1124,2025-05-04,Headphones,Accessories,East,2,25775,12,5,45364.0
1125,2025-05-05,Laptop,Accessories,North,2,15401,16,5,25873.68
1126,2025-05-06,Shoes,Fashion,North,3,38713,31,3,80135.91
1127,2025-05-07,Watch,Accessories,East,7,34648,8,1,223133.12
1128,2025-05-08,Shoes,Electronics,East,6,43133,39,4,157866.78
1129,2025-05-09,Watch,Electronics,East,8,23418,19,5,151748.64
1130,2025-05-10,Watch,Electronics,West,8,47194,25,5,283164.0
1131,2025-05-11,Headphones,Accessories,East,6,20040,26,1,88977.6
1132,2025-05-12,Watch,Accessories,North,3,12080,20,2,28992.0
1133,2025-05-13,Shoes,Accessories,West,3,38902,17,1,96865.98
1134,2025-05-14,Watch,Accessories,East,1,39078,12,1,34388.64
1135,2025-05-15,Headphones,Accessories,North,7,25417,15,5,151231.15
1136,2025-05-16,Headphones,Electronics,West,5,22818,8,4,104962.8
1137,2025-05-17,Shoes,Fashion,East,4,10679,11,1,38017.24
1138,2025-05-18,Mobile,Electronics,East,4,12751,37,2,32132.52
1139,2025-05-19,Mobile,Accessories,East,4,46399,18,3,152188.72
1140,2025-05-20,Watch,Electronics,West,6,19993,6,1,112760.52
1141,2025-05-21,Laptop,Accessories,North,8,20966,34,1,110700.48000000001
1142,2025-05-22,Watch,Accessories,North,8,30706,17,2,203887.84
1143,2025-05-23,Shoes,Electronics,South,5,45975,15,4,195393.75
1144,2025-05-24,Shoes,Accessories,East,6,20124,38,1,74861.28
1145,2025-05-25,Shoes,Fashion,South,4,27064,3,1,105008.32
1146,2025-05-26,Shoes,Accessories,South,9,22912,24,4,156718.08000000002
1147,2025-05-27,Shoes,Fashion,North,8,28490,31,2,157264.8
1148,2025-05-28,Headphones,Fashion,West,1,36017,39,1,21970.370000000003
1149,2025-05-29,Mobile,Accessories,West,2,13656,12,4,24034.56
1150,2025-05-30,Shoes,Electronics,North,9,23564,16,1,178143.84
1151,2025-05-31,Laptop,Fashion,West,8,26211,36,3,134200.32
1152,2025-06-01,Laptop,Electronics,South,3,30606,5,5,87227.1
1153,2025-06-02,Laptop,Fashion,East,8,17089,18,3,112103.84
1154,2025-06-03,Laptop,Accessories,North,1,24236,12,1,21327.68
1155,2025-06-04,Headphones,Accessories,East,4,21475,25,2,64425.0
1156,2025-06-05,Laptop,Fashion,West,3,36718,13,5,95833.98
1157,2025-06-06,Shoes,Accessories,East,6,7714,30,3,32398.8
1158,2025-06-07,Watch,Fashion,West,7,31081,3,4,211039.99
1159,2025-06-08,Laptop,Accessories,West,4,20695,38,2,51323.6
1160,2025-06-09,Headphones,Electronics,South,7,45082,7,3,293483.82
1161,2025-06-10,Headphones,Accessories,West,9,27627,24,4,188968.68
1162,2025-06-11,Laptop,Electronics,South,2,5641,12,1,9928.16
1163,2025-06-12,Watch,Accessories,South,3,29384,31,4,60824.880000000005
1164,2025-06-13,Laptop,Electronics,South,5,25385,37,3,79962.75
1165,2025-06-14,Headphones,Accessories,North,3,3208,37,3,6063.12
1166,2025-06-15,Mobile,Electronics,North,8,18875,27,1,110230.0
1167,2025-06-16,Shoes,Fashion,West,8,15588,29,4,88539.84
1168,2025-06-17,Headphones,Fashion,South,8,45102,2,4,353599.68
1169,2025-06-18,Laptop,Electronics,North,9,45546,27,1,299237.22
1170,2025-06-19,Shoes,Accessories,South,4,10514,2,4,41214.88
1171,2025-06-20,Laptop,Electronics,East,5,3773,33,1,12639.55
1172,2025-06-21,Laptop,Accessories,East,5,47635,15,2,202448.75
1173,2025-06-22,Mobile,Fashion,East,8,37806,21,3,238933.91999999998
1174,2025-06-23,Shoes,Accessories,West,7,31381,31,2,151570.22999999998
1175,2025-06-24,Shoes,Fashion,South,9,31986,37,5,181360.62
1176,2025-06-25,Mobile,Accessories,East,8,13041,7,5,97025.04
1177,2025-06-26,Headphones,Accessories,North,2,9212,7,5,17134.32
1178,2025-06-27,Laptop,Accessories,East,4,9668,5,1,36738.4
1179,2025-06-28,Watch,Electronics,East,6,4051,13,4,21146.22
1180,2025-06-29,Laptop,Electronics,East,2,12797,31,2,17659.86
1181,2025-06-30,Laptop,Fashion,West,7,44233,34,2,204356.46000000002
1182,2025-07-01,Headphones,Fashion,North,3,27628,9,2,75424.44
1183,2025-07-02,Laptop,Electronics,South,3,3332,2,2,9796.08
1184,2025-07-03,Mobile,Fashion,North,2,28983,11,5,51589.74
1185,2025-07-04,Mobile,Electronics,South,8,22563,30,2,126352.8
1186,2025-07-05,Shoes,Accessories,West,6,23463,28,4,101360.16
1187,2025-07-06,Watch,Fashion,West,1,13922,4,5,13365.12
1188,2025-07-07,Laptop,Fashion,West,1,33420,24,2,25399.2
1189,2025-07-08,Laptop,Electronics,West,7,11656,30,1,57114.4
1190,2025-07-09,Headphones,Fashion,South,8,11608,20,3,74291.2
1191,2025-07-10,Mobile,Fashion,East,5,32345,19,3,130997.25
1192,2025-07-11,Watch,Accessories,South,5,3300,38,3,10230.0
1193,2025-07-12,Shoes,Fashion,North,4,38578,21,5,121906.48
1194,2025-07-13,Mobile,Accessories,West,6,43212,3,2,251493.84
1195,2025-07-14,Shoes,Electronics,West,6,3110,12,5,16420.8
1196,2025-07-15,Headphones,Fashion,North,3,12567,19,4,30537.81
1197,2025-07-16,Headphones,Accessories,South,9,34372,12,1,272226.24
1198,2025-07-17,Laptop,Electronics,East,7,11228,16,1,66020.64
1199,2025-07-18,Watch,Fashion,East,1,30066,35,3,19542.9
1200,2025-07-19,Shoes,Electronics,North,7,30283,32,3,144147.08000000002
1201,2025-07-20,Mobile,Fashion,East,5,21083,0,3,105415.0
1202,2025-07-21,Headphones,Electronics,South,5,20738,14,2,89173.4
1203,2025-07-22,Laptop,Electronics,South,2,7763,12,4,13662.880000000001
1204,2025-07-23,Laptop,Accessories,North,4,2414,16,4,8111.04
1205,2025-07-24,Shoes,Electronics,South,6,24249,23,4,112030.38
1206,2025-07-25,Headphones,Fashion,West,7,19956,7,4,129913.56
1207,2025-07-26,Watch,Fashion,North,5,26082,26,3,96503.4
1208,2025-07-27,Headphones,Accessories,South,9,906,22,1,6360.12
1209,2025-07-28,Shoes,Fashion,North,3,14189,7,3,39587.31
1210,2025-07-29,Shoes,Fashion,East,1,33434,7,4,31093.62
1211,2025-07-30,Headphones,Fashion,South,4,33776,25,3,101328.0
1212,2025-07-31,Shoes,Electronics,West,9,36932,12,4,292501.44
1213,2025-08-01,Headphones,Electronics,South,4,20373,38,5,50525.04
1214,2025-08-02,Mobile,Fashion,North,2,13550,36,1,17344.0
1215,2025-08-03,Headphones,Accessories,North,5,1180,27,5,4307.0
1216,2025-08-04,Headphones,Electronics,South,3,19408,24,2,44250.24
1217,2025-08-05,Shoes,Accessories,West,9,19004,15,3,145380.6
1218,2025-08-06,Shoes,Fashion,West,4,22144,1,2,87690.24
1219,2025-08-07,Laptop,Fashion,West,6,37625,17,3,187372.5
1220,2025-08-08,Laptop,Electronics,North,2,1863,16,5,3129.84
1221,2025-08-09,Mobile,Fashion,South,6,42791,29,4,182289.66
1222,2025-08-10,Laptop,Electronics,East,3,35560,38,4,66141.6
1223,2025-08-11,Headphones,Fashion,North,9,2038,12,3,16140.96
1224,2025-08-12,Shoes,Fashion,West,2,36676,31,4,50612.880000000005
1225,2025-08-13,Laptop,Electronics,South,9,42020,28,5,272289.6
1226,2025-08-14,Laptop,Electronics,West,5,26175,29,4,92921.25
1227,2025-08-15,Mobile,Electronics,East,8,18787,17,5,124745.68
1228,2025-08-16,Mobile,Fashion,West,2,674,12,2,1186.24
1229,2025-08-17,Headphones,Fashion,West,6,27232,20,5,130713.6
1230,2025-08-18,Shoes,Accessories,East,3,35498,29,1,75610.74
1231,2025-08-19,Mobile,Electronics,South,5,37555,20,1,150220.0
1232,2025-08-20,Laptop,Fashion,North,8,12612,16,1,84752.64
1233,2025-08-21,Shoes,Fashion,South,1,40374,39,3,24628.14
1234,2025-08-22,Shoes,Electronics,East,5,10189,18,3,41774.9
1235,2025-08-23,Laptop,Accessories,West,3,45314,14,3,116910.12
1236,2025-08-24,Mobile,Electronics,South,4,20055,8,5,73802.4
1237,2025-08-25,Laptop,Accessories,North,2,34419,9,3,62642.58
1238,2025-08-26,Shoes,Fashion,East,9,8119,30,2,51149.7
1239,2025-08-27,Watch,Accessories,South,3,6533,22,1,15287.220000000001
1240,2025-08-28,Watch,Fashion,North,2,41828,29,5,59395.759999999995
1241,2025-08-29,Headphones,Electronics,East,9,5446,32,1,33329.520000000004
1242,2025-08-30,Laptop,Electronics,North,7,25118,8,3,161759.92
1243,2025-08-31,Laptop,Electronics,East,6,35175,0,5,211050.0
1244,2025-09-01,Headphones,Accessories,West,1,36758,34,4,24260.28
1245,2025-09-02,Headphones,Fashion,South,5,19419,10,2,87385.5
1246,2025-09-03,Headphones,Electronics,North,3,4673,33,3,9392.73
1247,2025-09-04,Shoes,Electronics,East,1,44333,15,3,37683.05
1248,2025-09-05,Laptop,Fashion,North,4,26900,8,2,98992.0
1249,2025-09-06,Shoes,Electronics,North,2,5269,31,2,7271.219999999999
1250,2025-09-07,Headphones,Fashion,South,2,38064,14,4,65470.08
1251,2025-09-08,Laptop,Fashion,West,3,46314,11,3,123658.38
1252,2025-09-09,Shoes,Fashion,North,8,14711,32,3,80027.84
1253,2025-09-10,Shoes,Fashion,East,8,23755,13,1,165334.8
1254,2025-09-11,Headphones,Fashion,East,7,28462,7,5,185287.62
1255,2025-09-12,Laptop,Accessories,West,6,19856,7,5,110796.48
1256,2025-09-13,Headphones,Electronics,East,9,20806,26,1,138567.96
1257,2025-09-14,Laptop,Accessories,West,4,5497,11,5,19569.32
1258,2025-09-15,Watch,Electronics,East,1,17876,0,2,17876.0
1259,2025-09-16,Mobile,Accessories,South,8,41380,39,5,201934.4
1260,2025-09-17,Mobile,Fashion,North,7,38555,10,5,242896.5
1261,2025-09-18,Mobile,Electronics,South,7,11078,38,1,48078.520000000004
1262,2025-09-19,Headphones,Electronics,North,3,19124,30,4,40160.4
1263,2025-09-20,Watch,Accessories,North,4,39694,16,5,133371.84
1264,2025-09-21,Laptop,Accessories,North,9,44867,32,5,274586.04
1265,2025-09-22,Shoes,Electronics,South,6,889,31,4,3680.46
1266,2025-09-23,Laptop,Accessories,North,5,34267,28,1,123361.2
1267,2025-09-24,Shoes,Accessories,South,3,46080,20,4,110592.0
1268,2025-09-25,Laptop,Accessories,West,9,48867,20,1,351842.4
1269,2025-09-26,Watch,Fashion,East,5,2355,39,2,7182.75
1270,2025-09-27,Shoes,Fashion,East,5,41393,22,1,161432.7
1271,2025-09-28,Headphones,Accessories,North,4,14294,5,2,54317.2
1272,2025-09-29,Laptop,Accessories,South,4,36031,21,2,113857.95999999999
1273,2025-09-30,Laptop,Fashion,East,1,5486,37,1,3456.1800000000003
1274,2025-10-01,Shoes,Fashion,South,7,32798,36,3,146935.03999999998
1275,2025-10-02,Headphones,Electronics,South,9,1981,7,1,16580.97
1276,2025-10-03,Headphones,Electronics,North,3,4231,34,5,8377.380000000001
1277,2025-10-04,Watch,Fashion,East,2,17335,10,5,31203.0
1278,2025-10-05,Headphones,Accessories,North,3,28298,23,3,65368.380000000005
1279,2025-10-06,Headphones,Accessories,North,1,26613,20,2,21290.4
1280,2025-10-07,Headphones,Accessories,East,6,19977,1,3,118663.38
1281,2025-10-08,Mobile,Accessories,East,7,17766,39,5,75860.82
1282,2025-10-09,Watch,Electronics,West,2,21292,18,3,34918.88
1283,2025-10-10,Laptop,Fashion,West,8,20952,38,1,103921.92
1284,2025-10-11,Shoes,Accessories,South,6,44026,27,3,192833.88
1285,2025-10-12,Laptop,Electronics,East,4,49579,16,2,166585.44
1286,2025-10-13,Watch,Accessories,West,5,41834,5,1,198711.5
1287,2025-10-14,Shoes,Fashion,South,8,12389,18,4,81271.84
1288,2025-10-15,Watch,Electronics,South,3,24835,37,5,46938.15
1289,2025-10-16,Headphones,Fashion,South,3,11754,27,5,25741.260000000002
1290,2025-10-17,Shoes,Fashion,West,4,21574,1,3,85433.04
1291,2025-10-18,Headphones,Electronics,East,1,11942,37,1,7523.46
1292,2025-10-19,Laptop,Electronics,North,9,46789,36,4,269504.64
1293,2025-10-20,Laptop,Electronics,South,8,37827,3,1,293537.52
1294,2025-10-21,Shoes,Electronics,West,8,16699,21,5,105537.68
1295,2025-10-22,Shoes,Electronics,West,6,7791,25,1,35059.5
1296,2025-10-23,Watch,Electronics,North,7,41428,35,4,188497.4
1297,2025-10-24,Watch,Electronics,North,6,612,12,3,3231.36
1298,2025-10-25,Headphones,Accessories,West,9,22015,31,2,136713.15
1299,2025-10-26,Shoes,Fashion,East,3,20081,16,1,50604.12
1300,2025-10-27,Laptop,Electronics,North,3,49192,35,2,95924.4
1301,2025-10-28,Watch,Accessories,West,3,27000,18,5,66420.0
1302,2025-10-29,Watch,Accessories,North,3,32526,34,3,64401.48
1303,2025-10-30,Laptop,Accessories,East,9,17023,39,3,93456.26999999999
1304,2025-10-31,Watch,Fashion,South,4,1924,27,1,5618.08
1305,2025-11-01,Headphones,Electronics,North,7,20052,0,3,140364.0
1306,2025-11-02,Shoes,Accessories,East,9,11308,17,1,84470.76
1307,2025-11-03,Laptop,Fashion,West,7,39311,39,1,167857.97
1308,2025-11-04,Shoes,Fashion,North,9,7489,32,2,45832.68
1309,2025-11-05,Watch,Fashion,North,3,24120,11,3,64400.4
1310,2025-11-06,Watch,Accessories,West,4,39529,7,1,147047.88
1311,2025-11-07,Laptop,Electronics,South,8,1387,23,2,8543.92
1312,2025-11-08,Headphones,Accessories,West,6,32302,15,4,164740.2
1313,2025-11-09,Mobile,Accessories,North,5,19988,3,2,96941.8
1314,2025-11-10,Laptop,Electronics,West,4,30513,37,2,76892.76000000001
1315,2025-11-11,Mobile,Electronics,East,8,49701,26,1,294229.92
1316,2025-11-12,Mobile,Electronics,West,1,16902,8,5,15549.84
1317,2025-11-13,Headphones,Fashion,North,9,21705,15,5,166043.25
1318,2025-11-14,Mobile,Electronics,West,1,26549,11,5,23628.61
1319,2025-11-15,Mobile,Accessories,South,8,12753,30,2,71416.8
1320,2025-11-16,Headphones,Electronics,West,4,19490,23,1,60029.2
1321,2025-11-17,Mobile,Accessories,South,9,8346,13,3,65349.18
1322,2025-11-18,Mobile,Fashion,East,5,25527,24,2,97002.6
1323,2025-11-19,Mobile,Accessories,South,3,39700,33,2,79797.0
1324,2025-11-20,Laptop,Accessories,West,9,46720,2,1,412070.4
1325,2025-11-21,Laptop,Electronics,North,9,46663,23,4,323374.58999999997
1326,2025-11-22,Laptop,Electronics,South,4,4265,8,2,15695.2
1327,2025-11-23,Headphones,Accessories,East,4,16450,25,4,49350.0
1328,2025-11-24,Watch,Electronics,South,8,45770,19,4,296589.6
1329,2025-11-25,Mobile,Fashion,South,2,10241,39,5,12494.02
1330,2025-11-26,Mobile,Fashion,South,9,23242,9,1,190351.98
1331,2025-11-27,Headphones,Electronics,East,6,25203,18,4,123998.76
1332,2025-11-28,Mobile,Fashion,West,9,39209,2,1,345823.38
1333,2025-11-29,Laptop,Electronics,South,8,38123,23,5,234837.68
1334,2025-11-30,Watch,Accessories,South,7,23431,4,1,157456.32
1335,2025-12-01,Shoes,Accessories,North,1,24080,2,2,23598.4
1336,2025-12-02,Mobile,Fashion,East,3,15666,26,4,34778.520000000004
1337,2025-12-03,Laptop,Electronics,South,2,29740,15,1,50558.0
1338,2025-12-04,Shoes,Electronics,East,5,26491,14,3,113911.3
1339,2025-12-05,Watch,Fashion,South,5,39056,34,1,128884.8
1340,2025-12-06,Shoes,Accessories,West,5,33469,11,4,148937.05
1341,2025-12-07,Laptop,Fashion,West,4,11061,25,5,33183.0
1342,2025-12-08,Shoes,Accessories,South,5,17401,33,5,58293.35
1343,2025-12-09,Headphones,Electronics,West,3,41005,22,4,95951.7
1344,2025-12-10,Shoes,Accessories,South,1,30520,30,2,21364.0
1345,2025-12-11,Mobile,Fashion,West,5,26417,19,2,106988.85
1346,2025-12-12,Mobile,Electronics,North,9,2488,11,5,19928.88
1347,2025-12-13,Headphones,Fashion,North,9,48709,22,5,341937.18
1348,2025-12-14,Laptop,Fashion,North,4,45005,3,4,174619.4
1349,2025-12-15,Mobile,Accessories,East,3,14756,22,2,34529.04
1350,2025-12-16,Watch,Fashion,East,1,22692,0,5,22692.0
1351,2025-12-17,Mobile,Accessories,North,2,28730,24,2,43669.6
1352,2025-12-18,Mobile,Electronics,East,8,40430,1,5,320205.6
1353,2025-12-19,Laptop,Accessories,West,1,46333,29,1,32896.43
1354,2025-12-20,Shoes,Electronics,South,8,23125,2,3,181300.0
1355,2025-12-21,Mobile,Accessories,South,7,32588,20,1,182492.8
1356,2025-12-22,Headphones,Fashion,South,8,14614,24,5,88853.12
1357,2025-12-23,Shoes,Accessories,North,6,41667,19,3,202501.62
1358,2025-12-24,Watch,Accessories,East,9,38901,21,3,276586.11
1359,2025-12-25,Laptop,Electronics,West,3,6255,20,5,15012.0
1360,2025-12-26,Watch,Fashion,West,4,11325,32,5,30804.0
1361,2025-12-27,Shoes,Accessories,North,6,23193,37,2,87669.54000000001
1362,2025-12-28,Shoes,Fashion,West,8,4617,14,5,31764.96
1363,2025-12-29,Shoes,Accessories,West,5,25229,14,4,108484.7
1364,2025-12-30,Watch,Accessories,West,3,32682,24,5,74514.95999999999
1365,2025-12-31,Shoes,Fashion,West,6,29390,20,4,141072.0
1366,2026-01-01,Watch,Accessories,East,4,29840,23,5,91907.2
1367,2026-01-02,Shoes,Fashion,West,9,2018,4,2,17435.52
1368,2026-01-03,Headphones,Accessories,South,3,31449,5,4,89629.65
1369,2026-01-04,Shoes,Electronics,North,4,23047,22,1,71906.64
1370,2026-01-05,Watch,Fashion,East,7,16846,3,4,114384.34
1371,2026-01-06,Mobile,Accessories,West,7,3100,26,2,16058.0
1372,2026-01-07,Shoes,Accessories,East,4,46505,17,4,154396.6
1373,2026-01-08,Mobile,Electronics,West,6,29767,20,5,142881.6
1374,2026-01-09,Headphones,Fashion,South,3,36822,27,5,80640.18
1375,2026-01-10,Laptop,Accessories,North,6,27490,34,2,108860.4
1376,2026-01-11,Headphones,Electronics,West,2,16693,21,3,26374.94
1377,2026-01-12,Shoes,Accessories,West,8,30609,39,5,149371.91999999998
1378,2026-01-13,Mobile,Fashion,West,2,19733,22,1,30783.48
1379,2026-01-14,Mobile,Accessories,West,7,48521,2,2,332854.06
1380,2026-01-15,Watch,Accessories,North,9,16694,39,4,91650.06
1381,2026-01-16,Mobile,Accessories,North,1,35010,9,4,31859.1
1382,2026-01-17,Watch,Accessories,South,8,1806,24,1,10980.48
1383,2026-01-18,Laptop,Electronics,North,7,4349,7,5,28311.989999999998
1384,2026-01-19,Shoes,Electronics,West,6,12860,10,2,69444.0
1385,2026-01-20,Watch,Fashion,South,6,46036,4,1,265167.36
